,ip,worker_name,times,time_processing_diff,time_sent,time_received,time_update_diff,time_decision,time_exec,time_allocation_diff,actual_label,actual_cpu_times_user_state_diff,actual_cpu_times_system_state_diff,actual_cpu_times_iowait_state_diff,actual_memory_percent_state,actual_io_counters_read_count_state_diff,actual_io_counters_write_count_state_diff,actual_cpu_num_state,actual_num_threads_state,predicted_label,predicted_label_distribution,predicted_times,allocated_task_type,allocated_tasks,QoS,estimated_QoS,lower_bound_QoS,upper_bound_QoS,time_allocation_diff_avg,actual_time_since_start,actual_cpu_freq,actual_cpu,actual_cpu_user_time_diff,actual_cpu_system_time_diff,actual_cpu_idle_time_diff,actual_memory,actual_net_sent_diff,actual_net_recv_diff,actual_net_upload_rate,actual_net_download_rate,actual_1-min_avg_load,actual_5-min_avg_load,actual_15-min_avg_load,actual_disk_read_bytes_diff,actual_disk_write_bytes_diff,actual_disk_read_time_diff,actual_disk_write_time_diff,actual_temp,actual_link_quality,actual_signal_level,actual_cpu_percent_state_diff,actual_io_counters_read_bytes_state_diff,actual_io_counters_write_bytes_state_diff,actual_state
0,192.168.0.216,worker8-rpi4,"[1738373719.9659922, 1738373724.9858353, 1738373729.980812, 1738373734.9747756, 1738373739.977892, 1738373744.973874, 1738373749.9739273, 1738373754.969875, 1738373759.9696653, 1738373764.973887, 1738373769.9738824, 1738373774.9701374, 1738373779.9738858, 1738373784.9738925, 1738373789.9739149, 1738373794.9738944, 1738373799.9698875, 1738373804.9739072, 1738373809.970103, 1738373814.9738867, 1738373819.97388, 1738373824.9698832, 1738373829.969395, 1738373834.9738784, 1738373839.969927, 1738373844.969909, 1738373849.973901, 1738373854.973884, 1738373859.9738796, 1738373864.96968, 1738373869.973907, 1738373874.973882, 1738373879.973879, 1738373884.9701552, 1738373889.9738853, 1738373894.9701326, 1738373899.9699478, 1738373904.9698892, 1738373909.973888, 1738373914.9738812, 1738373919.973883, 1738373924.9699175, 1738373929.9686902, 1738373934.9738824, 1738373939.9698818, 1738373944.973908, 1738373949.9738998, 1738373954.9738724, 1738373959.9738746, 1738373964.9739256]",5.976189374923706,1738373970.950115,1738374236.713485,265.76337003707886,1738373969.8689837,1738373969.9260209,0.057037115,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.44, -0.11857142857142866, 1.3835714285714287, 1.5179999999999998, 1.9140000000000001, 1.9350000000000005, 2.1549999999999976, 1.9800000000000022, 1.5539999999999985, 2.4120000000000026, 1.3270000000000017, 2.0700000000000003, 1.7679999999999971, 1.9579999999999984, 1.9550000000000018, 1.9599999999999937, 1.9030000000000022, 2.233000000000004, 1.5689999999999955, 2.1179999999999986, 1.7320000000000064, 2.363999999999997, 1.598000000000006, 1.8259999999999934, 1.850999999999999, 1.9540000000000006, 2.272999999999996, 1.6200000000000045, 2.083999999999996, 1.6339999999999932, 1.9370000000000118, 1.9359999999999857, 1.946000000000005, 1.9350000000000165, 2.269999999999982, 1.6950000000000145, 1.8789999999999907, 1.8560000000000088, 1.8719999999999999, 1.963000000000008, 2.207999999999984, 2.2220000000000084, 1.1979999999999933, 1.9460000000000122, 2.0749999999999886, 1.8299999999999983, 1.9280000000000115, 1.8589999999999804, 2.035000000000025, 1.8719999999999857]","[0.05, -0.041999999999999996, -0.008, 0.0, -0.0012500000000000011, 0.0012499999999999976, 0.0, 0.0012499999999999976, 0.0012500000000000011, 0.0, 0.0012500000000000011, 0.0025000000000000022, 0.0049999999999999906, 0.0, 0.0, 0.0024999999999999953, 0.0, 0.001250000000000008, 0.0012500000000000011, -0.004027777777777776, 0.0, 0.0011111111111111113, 0.0, 0.0, 0.0011111111111111113, 0.0, 0.0022222222222222157, 0.0, 0.0011111111111111183, 0.0, 0.0, 0.0, 0.0022222222222222227, 0.0, 0.0, 0.0011111111111111113, 0.0011111111111111113, 0.0, 0.0022222222222222157, 0.0, 0.0, 0.0022222222222222296, 0.0, 0.0011111111111111113, 0.0011111111111111113, 0.0022222222222222227, 0.0, 0.0, 0.0011111111111111113, 0.0011111111111111113]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6534015406390418, 0.5433478679348436, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795, 0.5445465464666795]","[458.0, -314.0, 32.72727272727272, 8.727272727272748, 15.272727272727252, 8.727272727272748, 4.3636363636363455, 0.18181818181818699, 10.909090909090935, 4.363636363636317, 4.363636363636374, 2.181818181818187, 8.727272727272748, 2.363636363636374, 0.0, 4.363636363636317, 4.363636363636374, 2.545454545454561, 10.545454545454561, 2.363636363636317, 6.545454545454561, 4.363636363636374, 8.727272727272748, 0.0, 4.363636363636317, 0.18181818181818699, 8.727272727272748, 0.0, 4.363636363636374, 4.363636363636374, 4.363636363636317, 4.545454545454561, 8.727272727272748, 2.181818181818187, 0.0, 10.909090909090878, 2.181818181818187, 2.363636363636374, 8.727272727272748, 2.181818181818187, 2.18181818181813, 8.727272727272748, 2.181818181818187, 4.545454545454561, 8.727272727272691, 6.545454545454561, 2.181818181818187, 6.545454545454561, 0.0, 6.0]","[0.0, 38.3, 19.800000000000004, 5.600000000000001, 9.799999999999997, 5.599999999999994, 2.8000000000000114, 0.19999999999998863, 7.0, 2.8000000000000114, 2.799999999999997, 1.3999999999999915, 5.6000000000000085, 1.5999999999999943, 0.0, 2.799999999999997, 2.8000000000000114, 1.5999999999999943, 6.799999999999997, 1.6000000000000085, 4.199999999999989, 2.8000000000000114, 5.599999999999994, 0.0, 2.8000000000000114, 0.19999999999998863, 5.599999999999994, 0.0, 2.8000000000000114, 2.799999999999983, 2.8000000000000114, 3.0, 5.599999999999994, 1.4000000000000057, 0.0, 7.0, 1.4000000000000057, 1.5999999999999943, 5.599999999999994, 1.4000000000000057, 1.4000000000000057, 5.599999999999994, 1.4000000000000057, 3.0, 5.599999999999994, 4.199999999999989, 1.4000000000000057, 4.200000000000017, 0.0, 4.0]","[2.0, 1.4444444444444444, 1.8888888888888888, 1.7777777777777777, 1.8888888888888888, 1.8888888888888888, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6, 1.6, 1.4444444444444444, 1.7777777777777777, 1.7777777777777777, 1.6666666666666667, 1.6666666666666667, 1.5555555555555556, 1.75, 1.5555555555555556, 1.75, 1.7777777777777777, 1.7777777777777777, 1.8, 1.8888888888888888, 1.8888888888888888, 1.9, 1.7777777777777777, 1.7777777777777777, 1.6666666666666667, 1.7777777777777777, 1.8888888888888888, 1.7777777777777777, 1.7, 1.7777777777777777, 1.5555555555555556, 1.3333333333333333, 1.5555555555555556, 1.3333333333333333, 1.5555555555555556, 1.4444444444444444, 1.5555555555555556, 1.375, 1.3333333333333333, 1.375, 1.5555555555555556, 1.7777777777777777, 1.5555555555555556, 1.4444444444444444, 1.7, 1.5555555555555556]","[1.0, 2.1818181818181817, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[4, 4, 4, 4, 4]","[[3.352400145127255e-34, 0.0, 3.807487695450954e-26, 0.0, 1.0], [5.747488527533386e-32, 3.074153285447927e-34, 7.001843113080192e-25, 2.631816985374423e-37, 1.0], [1.561008349643388e-29, 4.6135319017101845e-26, 6.406309335977825e-25, 1.2968777782791582e-31, 1.0], [3.537309728084917e-23, 3.790966265788688e-18, 1.5498141259794196e-19, 4.732886237674495e-22, 1.0], [6.614190176324397e-15, 1.130415228089987e-08, 1.5187509453187809e-12, 1.5398809614583508e-12, 1.0]]",[1738373969.9740875],"['task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",89.72926497459412,0,0,0,0.057037115,"[-18000.249132032, -18000.249132032, -17995.249132032, -17990.249132032, -17985.249132032, -17980.249132032, -17975.249132032, -17970.249132032, -17965.249132032, -17960.249132032]","[1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0]","[0.1, 50.0, 67.7, 87.5, 65.1, 69.2, 69.1, 62.9, 56.8, 49.1]","[0.0, 0.049999999995634425, 11.669999999998254, 14.210000000006403, 11.569999999999709, 12.259999999994761, 15.05000000000291, 11.580000000001746, 11.029999999998836, 9.419999999998254]","[0.0, 0.21000000000003638, 1.8399999999999181, 3.150000000000091, 1.75, 1.3299999999999272, 0.849999999999909, 0.900000000000091, 1.2300000000000182, 0.7899999999999636]","[0.0, 0.2699999999967986, 6.200000000004366, 2.2999999999956344, 6.470000000001164, 6.010000000002037, 7.290000000000873, 7.299999999995634, 9.069999999999709, 10.590000000003783]","[19.7, 19.6, 26.6, 32.6, 35.7, 35.6, 36.6, 38.3, 38.3, 37.5]","[0.0, 684.0, 23035.0, 154104.0, 133665.0, 56901.0, 13520.0, 5005.0, 24377.0, 10073.0]","[0.0, 208.0, 74471.0, 1164825.0, 737537.0, 882849.0, 78764.0, 10408.0, 517106.0, 227524.0]","[2.9205033898926227e-05, 2.9205033898926227e-05, 4.603228786764841e-05, 0.0003081744221499151, 0.0002673906398526735, 0.0001138246493006483, 2.304468515879671e-05, 1.0000590017184777e-05, 4.488649437938446e-05, 1.911239078911512e-05]","[8.88106294002435e-06, 8.88106294002435e-06, 0.00014882007856703472, 0.002329396195301711, 0.0014754085986983972, 0.0017660494158350125, 0.00013425233593546333, 2.079643174802381e-05, 0.0009521711269863388, 0.00043170134040530414]","[0.0, 0.0, 0.3203125, 0.85546875, 1.34765625, 1.64013671875, 1.77001953125, 2.10888671875, 2.02001953125, 2.1787109375]","[0.0, 0.0, 0.06640625, 0.181640625, 0.294921875, 0.373046875, 0.443359375, 0.53564453125, 0.54345703125, 0.60107421875]","[0.0, 0.0, 0.021484375, 0.05908203125, 0.0966796875, 0.123046875, 0.14892578125, 0.1806640625, 0.185546875, 0.2060546875]","[0.0, 0.0, 81920.0, 0.0, 0.0, 0.0, 0.0, 0.0, 499712.0, 0.0]","[0.0, 0.0, 3506176.0, 11706368.0, 11202560.0, 1011712.0, 548864.0, 1114112.0, 3588096.0, 3612672.0]","[0.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 104.0, 0.0]","[0.0, 0.0, 1295.0, 4995.0, 1465.0, 520.0, 401.0, 327.0, 6884.0, 10105.0]","[30.667, 31.641, 35.05, 36.511, 36.024, 36.998, 37.972, 38.459, 37.972, 38.459]","['66', '66', '66', '68', '70', '69', '67', '66', '69', '66']","['-44', '-44', '-44', '-42', '-40', '-41', '-43', '-44', '-41', '-44']","[0.0, 17223.7, -461.1000000000022, -3448.2749999999996, -6448.949999999999, 12132.075, -14480.95, 3290.2000000000007, 1457.949999999999, 3029.8999999999996]","[0.0, 0.0, 4096.0, 0.0, 4096.0, 0.0, 4096.0, 8192.0, 0.0, 8192.0]","[24576.0, 0.0, 36864.0, 0.0, 98304.0, 0.0, 4096.0, 16384.0, 0.0, 24576.0]","['stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream']"
1,192.168.0.226,worker16-rpi4,"[1738373720.180598, 1738373725.190564, 1738373730.1955717, 1738373735.1853435, 1738373740.1852667, 1738373745.1853018, 1738373750.1906087, 1738373755.1849215, 1738373760.1852698, 1738373765.185377, 1738373770.1852539, 1738373775.1853175, 1738373780.1853044, 1738373785.1906047, 1738373790.1849034, 1738373795.1906054, 1738373800.1848967, 1738373805.1849506, 1738373810.185393, 1738373815.1852498, 1738373820.1853113, 1738373825.1905787, 1738373830.1848981, 1738373835.1905959, 1738373840.1849058, 1738373845.190611, 1738373850.1849275, 1738373855.1853607, 1738373860.1852772, 1738373865.1853669, 1738373870.1853282, 1738373875.1853852, 1738373880.1852198, 1738373885.195604, 1738373890.184913, 1738373895.1906173, 1738373900.184872, 1738373905.1854432, 1738373910.1852667, 1738373915.1853373, 1738373920.185248, 1738373925.1852784, 1738373930.1854572, 1738373935.1852748, 1738373940.1852937, 1738373945.185308, 1738373950.190607, 1738373955.1849062, 1738373960.1902506, 1738373970.1933448]",5.580676317214966,1738373975.7740211,1738374236.7288253,260.9548041820526,1738373969.8784282,1738373970.0180926,0.1396644115447998,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]","[[0.20375730097293854, 0.2005971074104309, 0.19932110607624054, 0.19995689392089844, 0.19636762142181396], [0.20405617356300354, 0.200409397482872, 0.19929355382919312, 0.20005637407302856, 0.1961844563484192], [0.20417892932891846, 0.20031221210956573, 0.1992584615945816, 0.20016862452030182, 0.19608174264431], [0.2040107399225235, 0.20023705065250397, 0.1992853879928589, 0.20040066540241241, 0.196066215634346], [0.20359981060028076, 0.20027241110801697, 0.19929151237010956, 0.2006819099187851, 0.1961543709039688]]",[1738373975.2956457],"['task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task', 'task']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'cpu_egn_val']",17.028259992599487,0,0,0,0.1396644115447998,"[-17866.126027264, -17856.126027264, -17850.126027264, -17841.126027264, -17835.126027264, -17825.126027264, -17816.126027264, -17808.126027264, -17799.126027264, -17789.126027264]","[1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1800.0]","[99.3, 99.7, 100.0, 96.1, 96.3, 98.5, 98.6, 95.8, 96.1, 100.0]","[7.75, 7.439999999995052, 3.139999999999418, 7.0900000000037835, 5.669999999998254, 9.5, 3.3300000000017462, 6.44999999999709, 9.779999999998836, 3.8500000000058208]","[0.5899999999999181, 0.5499999999999545, 0.3500000000001364, 0.599999999999909, 0.43000000000006366, 0.6099999999999, 0.42000000000007276, 0.4900000000000091, 0.7200000000000273, 0.36999999999989086]","[0.06000000000494765, 0.029999999998835847, 0.010000000002037268, 0.3099999999976717, 0.20999999999912689, 0.1500000000014552, 0.040000000000873115, 0.26000000000203727, 0.3699999999953434, 0.0]","[39.9, 40.0, 40.0, 40.0, 39.9, 40.0, 40.0, 40.4, 40.3, 40.4]","[9106.0, 10914.0, 4431.0, 1334.0, 5937.0, 2216.0, 3552.0, 7622.0, 5666.0, 1614.0]","[235253.0, 4199.0, 890.0, 260.0, 219171.0, 669.0, 1631.0, 2098.0, 39368.0, 815.0]","[4.308218676433066e-05, 5.4527742112699195e-05, 5.03984865615957e-05, 6.64904055364608e-06, 3.742343388826704e-05, 8.6203747097969e-06, 3.742788043713102e-05, 4.225982792023756e-05, 2.0772649197075404e-05, 1.526486681700916e-05]","[0.0011130258821512276, 2.097874190317243e-05, 1.0122918763218275e-05, 1.2959149504857427e-06, 0.001381527948244126, 2.602450668255472e-06, 1.7186056585856048e-05, 1.1632264363245658e-05, 0.00014433068365521788, 7.708095697560388e-06]","[3.3193359375, 3.3193359375, 3.8544921875, 3.8544921875, 3.8544921875, 4.1064453125, 4.1064453125, 4.1064453125, 4.57861328125, 4.57861328125]","[1.52880859375, 1.52880859375, 1.669921875, 1.669921875, 1.669921875, 1.7587890625, 1.7587890625, 1.7587890625, 1.89599609375, 1.89599609375]","[0.5859375, 0.5859375, 0.63671875, 0.63671875, 0.63671875, 0.6708984375, 0.6708984375, 0.6708984375, 0.72119140625, 0.72119140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[98304.0, 77824.0, 0.0, 106496.0, 69632.0, 0.0, 49152.0, 450560.0, 49152.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 12.0, 0.0, 43.0, 263.0, 0.0, 3.0, 2806.0, 3.0, 0.0]","[46.251, 47.712, 47.225, 48.686, 48.199, 49.66, 48.686, 49.173, 49.66, 50.147]","['67', '65', '67', '68', '66', '66', '68', '66', '67', '67']","['-43', '-45', '-43', '-42', '-44', '-44', '-42', '-44', '-43', '-43']","[-589.4833333333327, -1262.6500000000005, -736.2000000000003, 5263.0999999999985, -6426.5999999999985, 4048.7999999999997, 241.40000000000055, -1255.750000000001, 4520.4000000000015, -6477.000000000001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[98304.0, 0.0, 24576.0, 0.0, 4096.0, 36864.0, 16384.0, 0.0, 32768.0, 0.0]","['stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream', 'stream']"
